cert,rssd,asset
16891,2098412,553776
12017,2702232,553265
14079,1205950,552966
19795,3612794,552581
8527,2557414,552431
19448,3326176,552314
17040,1099122,551427
8252,2816803,550763
7613,1132896,550527
3067,1246926,548038
33542,2270825,548030
4952,1086449,548018
26448,,547922
58090,4666280,547758
13240,1209789,547481
2691,1071463,546737
5306,1245509,545386
8892,2300768,544572
25883,1492956,544524
3701,1207945,544280
7666,2575726,543964
19143,1977154,543843
5874,2391300,543339
3389,3353837,542960
27884,,542040
30117,3788783,541794
32084,4521334,541497
19827,1404735,540949
16659,1122422,540849
17162,1126121,540694
9023,2234920,540507
1552,1203899,539329
57825,3925065,538180
11306,1201532,538085
1294,1099690,537530
18389,1109227,537198
57184,,536290
58694,4167974,536073
4519,1206395,535806
88,2352196,535772
29800,,534499
3330,4619437,533934
7123,1048504,532943
17563,1076329,532696
16595,1020395,532635
23772,1104231,532437
2147,1081538,532414
11763,4442596,532348
2093,,532284
58239,5165070,532278
1833,1129618,532023
6354,3609132,531716
17951,4459848,531603
28593,3051571,530388
13220,2684543,530238
57920,,529839
58574,5014794,529441
26487,,529300
2738,2022444,529283
9437,2376941,528713
13951,1106365,528138
34210,,527396
26760,1140958,527282
8714,1122990,526175
30155,,525920
58296,4566232,525856
26444,,524741
763,2795702,524671
1373,3203138,522675
58502,4932529,522300
26323,3223828,522252
15085,3137019,521585
11459,1978151,521477
4540,,521367
20993,1097838,521367
5716,1086814,521216
5033,3726196,520675
1852,1207815,520001
4549,1140930,519537
13303,2795083,519481
5216,4792022,519180
17588,1141021,518768
58319,4895606,516766
1073,1095889,515780
19559,,514858
14769,1135628,514610
18443,1200496,514313
9719,1249383,513484
16111,1124659,513429
34110,2354369,513214
6137,,513053
17145,1055089,512808
23144,1086298,512640
34259,,512528
33859,3443998,512134
3711,3356632,511818
9647,1207208,511731
9099,1142372,511428
9737,1125580,511292
2759,1119347,511216
16723,1076525,510829
18584,1249299,510775
57598,,510238
26627,1141384,509850
58415,3490880,509321
12781,2628453,505910
21074,3385511,505627
58208,3807899,505299
22964,1107009,505058
18031,2637820,504399
30111,4234054,503903
30306,3260841,503594
18240,3152003,503466
11559,2904960,503346
10334,5008971,503264
8816,2618614,503217
12761,1054550,502812
9172,,502487
7659,1138106,501861
6811,2534406,501556
57102,2112439,500674
13232,2572024,500300
3339,,500167
26912,2297701,499968
4033,2107789,498920
14222,2848804,498749
15321,1205026,498742
25665,1067532,496958
58811,,496858
10678,1364035,496702
15200,1201738,496234
22394,1119431,495380
8903,1097173,494941
29847,3271203,494914
15496,1139840,494858
10886,1491481,494748
29700,4211831,493983
57131,,493469
11501,3471889,492184
13703,1071566,491169
28914,,491156
58018,3449075,491086
3842,1135404,490779
14410,2022725,490771
34936,3100349,489775
58712,5010844,489454
20711,1082731,489130
8101,2700500,489018
35365,3587427,488721
13838,4353049,488637
23086,4357252,488155
3121,1109544,487737
2429,4553960,487732
15771,1085572,487518
16127,1063619,487441
1299,1142411,486982
15206,3072660,485939
16243,2615154,485712
9410,1048858,485275
58657,4816320,483721
3269,3018958,483536
17676,1416448,482197
57425,,481588
14331,1133370,481165
57807,4098537,480774
57162,3178900,480643
21121,1051979,480419
8576,1099814,480101
26442,,479123
15272,1200245,478230
58580,1127650,478004
9263,1210646,477452
4319,1134069,477422
58864,3823817,477398
2850,2142306,477261
90191,,476834
12322,1122963,476749
29672,3831269,476396
4145,1055762,476043
9632,3735152,475286
11739,1210048,475145
29995,,474936
3747,2558505,474213
29624,,474013
17431,4928344,473857
1869,3094121,473376
6139,1076105,472950
13454,1491904,472899
16221,1363980,472706
14801,4237998,471350
1607,3027268,470783
19401,3035227,470447
28818,3836901,470435
9967,4136046,469591
30260,,469218
22939,2723938,469015
59074,,468811
58276,5116353,468725
58395,3550962,468357
17108,1102200,468200
5442,2511014,468187
58824,1249918,467850
14276,1978414,467636
19212,2321594,467063
13083,2628994,466067
34876,2863946,465914
2359,3045011,465692
17580,1129823,464534
35131,3093919,464364
11722,,464311
27654,4253121,463168
58247,,463047
18030,4436559,463015
2241,1131527,462619
19836,2596758,462509
21247,1096176,462482
8813,2496269,462435
2725,1070484,462251
27664,,461938
27799,3846713,461295
4042,1054091,460807
12858,1200777,460497
7586,1117688,460473
1895,5041521,460183
16652,4415929,459829
14029,3435845,459794
14660,2658496,459591
27824,,458288
3218,1246515,458121
5981,1249682,457957
16101,,457651
24472,1131853,457567
58562,4556381,457001
18038,,456938
3086,1105751,456843
5531,2184333,456577
10685,1137042,456261
35221,3575787,456122
29787,2506805,455674
27045,2345844,455645
14929,1206667,455628
57841,3447400,455256
23886,1110045,455115
20198,2764977,454938
3863,1099449,454652
27932,3207613,454232
5286,1889538,453734
5335,1020582,453525
57465,3465909,453445
20093,,453203
9155,3147625,453055
27686,,453019
21883,2227687,452724
5835,1056992,452422
30428,2560508,451169
90146,,450566
27678,,450558
4801,1131451,450318
35568,1119404,450248
19644,1491641,449906
6176,3137082,449401
18431,1056769,449331
4419,1098385,449155
17478,3391147,448997
19525,,448829
16125,3189894,448787
28368,5399950,448584
12594,1022997,448503
5568,1109496,448241
342,2108227,448162
29120,5301122,448107
24922,3701269,448041
34643,,448017
57505,3137701,447735
26967,4126225,447706
15271,1975459,447683
58504,,447667
32838,2593083,447378
2468,1246542,447326
15690,1840221,447299
90245,3370508,447156
58088,4975049,446859
5685,1082058,446832
22738,1027992,446831
10663,1071913,446481
26922,,445623
16689,1136102,445459
8421,1985216,445302
24353,2505929,444898
8033,1078958,444324
29838,,444091
58541,4989907,443837
90311,3535437,443779
31516,2389996,443640
28747,3293223,443416
15883,1130164,442759
18592,,442737
1219,2007218,442505
17672,2961226,442044
11595,1492291,441704
324,1246681,440403
58203,,440198
14633,1131488,440073
3193,,438760
27697,,438064
20311,1121993,437601
1184,1105014,437054
34899,3547841,436725
13565,3808113,435991
1147,1056657,435913
8200,1135114,435858
58619,3482102,435236
57127,1493636,435014
15871,1097061,434022
10344,1105443,433845
15734,1206658,433614
9620,2061162,433524
58297,,433462
58533,4935762,432650
6091,1136577,432552
35052,2800482,431969
1635,2352280,431610
27763,4442224,431545
14370,1398795,429946
28859,,429781
57672,3439610,429379
4619,1054000,429306
445,1247183,429182
33136,3014950,428485
58307,4894588,427770
16817,1427556,427571
3103,1110278,427401
24332,,427355
3777,1098929,426794
15423,3450521,426738
30350,3846003,426491
3612,1206573,426415
29056,3832284,426371
29771,2155276,425961
28780,,425798
29839,3848258,425355
12241,4771960,424954
25621,2536642,423895
4569,1094314,423637
25249,4970268,423443
2777,1136689,423061
823,3219474,423024
17262,,422869
28567,4399177,421971
1700,1135646,421847
9047,1245741,421605
7910,4655266,421029
31999,4441414,420738
11492,5199776,420725
26403,2561671,420664
5295,1141629,420583
8738,1491360,420431
58687,3645886,420218
5768,3033045,420162
14507,2909200,420115
20281,1966671,419596
26411,,419419
22065,1065967,419018
34116,2349440,418917
59105,,418816
13919,1105685,418733
18229,2937100,418473
14492,1094480,418289
29835,,418260
58069,,418064
4746,1053777,417311
4288,2227182,416967
3279,,416745
14333,1823738,416263
11767,2208033,416100
3126,2762384,415804
3127,3137729,415760
17068,1057784,414858
9536,3195671,414746
444,1143959,413012
57874,4645324,412856
8063,1136830,412757
29744,5371479,412609
5280,1133660,412416
1655,2315164,412276
57540,3451603,411770
57703,5077977,411584
8283,2963501,411407
4439,1234491,411287
33823,2641621,410822
58121,3722376,410773
8785,1246944,410666
57069,3374935,410485
28701,,410345
17445,2247612,410261
57123,2997739,409245
2285,1071388,408929
7391,2298904,408876
34562,2777016,407966
35479,3227947,407960
29087,5009026,407845
27086,1081239,407359
23210,2249401,407047
29227,4841069,406901
35154,,406711
13290,,406490
35020,2775160,405348
33753,2550143,404875
2326,1057980,403587
28841,,403571
57554,3194683,403534
8387,1128040,403356
16539,5164541,402897
19254,2144739,402874
13264,1209743,402651
12113,1098741,402426
12219,1416550,402375
12616,1119271,401976
17320,1209480,400905
6275,1136214,400640
16416,4208961,400200
57298,3559844,399824
9319,1084203,399464
57124,3034248,399461
17011,1134041,399094
1868,1841004,399029
32527,3837373,398290
9507,1132391,398246
13130,1401154,397904
58641,,397529
24961,1104231,397290
3873,1100046,397004
5885,,396961
9465,3822687,396579
12514,1247295,396209
31236,3066977,396174
3814,1129672,395755
3034,1064027,395750
58509,4721291,395587
15969,,395577
58446,,395356
57095,4899640,394884
18576,3929821,394671
30315,,394518
5495,1056415,394332
5347,1128358,394330
4146,1056684,394235
22015,1083185,394061
16075,2227182,393943
33645,1985131,393740
28934,,393506
14445,2653071,393304
8798,1081097,393112
12259,2148586,393095
4707,1061987,393070
14334,1248368,392699
3799,2456919,392528
1905,1128527,392508
28068,3305760,392311
14587,1496253,391713
16276,1098581,391438
15489,1095852,391364
18143,2729499,391116
2208,1057243,390874
58341,5217483,390249
57416,1135374,390219
18361,1126989,390140
30722,2967835,388617
15808,1139792,388264
28348,,388168
26633,1135468,387506
15443,2360043,386974
9037,2510428,386926
12699,,386531
33450,1203125,386400
9322,1132382,386362
5005,1097070,385966
5072,1139868,385698
4218,2072252,385556
9325,5211708,385501
19101,,385409
23007,3152423,385299
14812,1207785,384743
6616,2246400,384570
58196,,383500
11952,2152734,383429
4779,4442699,383414
90268,,383164
26799,,383036
33009,3246425,382987
1122,1121788,382836
34074,2339610,382805
24603,2299992,382485
12788,1209248,382429
12223,1097098,382244
29846,,382190
14327,,382155
25648,3444847,381917
58401,,381425
18385,1904963,380969
11113,,380765
16820,2001328,380489
3113,1108789,380093
15966,,379871
3292,,379839
18748,1840753,379681
7646,1140097,379423
35223,2805544,379213
3305,2504285,378804
28924,,378545
18841,1249600,378464
29035,,378379
35513,3180408,378331
15947,1209798,378305
4539,1249495,378185
14863,1140640,378003
12869,1246962,377872
19001,2575230,377361
4829,2706726,377321
57252,3031902,377234
22282,1889565,376763
8321,2484417,376297
926,1491801,376015
14185,4101428,375503
20353,1085929,375265
34108,3618545,374740
34685,,374165
34955,1138610,373478
982,1129467,373245
924,1203899,373127
17453,1143052,372762
57686,3272947,372671
8843,4520953,372426
7356,1138955,372074
57585,4725589,371815
35151,5011832,371680
17643,2522337,371475
57849,,371016
58556,3593295,370790
27119,,370626
27760,2140115,370602
18519,1137266,370477
28213,,370388
19070,1097100,369590
16307,2269977,369416
1720,4442523,369376
15898,1135909,369205
57610,3552032,368427
34627,3294556,367956
31485,4841041,367611
25258,,367518
14899,1065565,367020
35441,,366586
10693,,366380
17903,1200311,366303
34760,2668589,366114
214,1207468,365956
9831,,365577
2229,2718167,365402
31028,3800797,365178
12592,1060850,365016
28836,,364740
13216,2950716,364646
15305,1058286,364644
47,3467305,364232
34565,3165508,363995
15801,,362887
23123,1097249,362713
1390,1142989,362684
15478,1140211,362552
58257,3958821,362304
14269,2180223,361745
5800,1201457,361479
3840,1099654,361374
29188,,361000
58692,5105432,360536
21227,1082478,360516
4132,4208961,360461
34352,2697954,360345
17884,3832912,358287
29690,2514136,357807
10383,1842935,357334
33380,3306356,356896
14546,1119628,356893
34489,2591258,356820
1047,1099195,356815
5434,5340587,356771
13305,2257228,356450
32459,3816547,356386
17280,1207785,355888
16442,2958347,355730
57552,3684746,355478
22020,1100000,355293
11491,1106628,355099
57411,3382985,355058
25795,3466504,354646
14009,3306824,354600
2608,1115406,354580
21083,1081686,354206
3301,1233627,354097
58407,4125086,353880
5867,,353752
58396,3923342,353462
30464,5042966,353395
14312,2482196,352785
11539,,351908
27269,,351681
26522,1137855,351192
57101,3364600,351108
6516,1246579,351045
19396,1143678,350843
10249,1133781,350709
17863,1123410,350168
9369,2848073,350159
16040,2912442,349599
13712,2260376,349512
13407,1109320,349036
11448,2468275,348366
35406,3368185,348250
58180,1951350,348042
22081,1084016,348032
34849,2687124,347911
5635,2941769,347839
27417,5278411,347091
17736,2861773,346972
35422,2856014,346834
14567,2267937,346079
8234,1082786,346078
32257,,346061
34229,2497211,346039
28401,,345965
58626,5170805,345952
3337,3305434,345199
1513,1123782,345035
58671,4260129,344520
28105,2558194,344197
16924,1094314,343388
34973,2732574,343134
977,1969506,342894
29537,,342544
59086,,342124
34209,3163867,341786
20568,,341771
1660,1137426,341712
12258,1060168,341652
14692,1210730,341433
28515,3601332,341160
10608,1119525,341106
22319,1095469,341097
57967,,340806
1550,2253734,340732
26703,1119404,340457
15286,1907106,340344
34150,2356082,340304
8120,1095843,340276
14966,1064504,340221
35218,4899967,339314
16976,1248854,339284
72,1084593,338992
17811,2755153,338990
57945,4792974,338918
26511,4647887,338834
15477,1976625,338741
28222,,338495
20026,,338225
34908,3458040,338071
28930,3963526,337819
9797,5115280,337757
769,1132814,337575
34606,3043008,337537
1376,1084472,336841
11347,1208157,335771
4236,2996648,335744
2710,1070998,335355
11407,1136287,335315
34058,3789986,335068
10168,1247576,334970
9327,,334879
11777,,334729
57978,5163898,334428
15657,3615441,334414
28870,5117592,334269
29881,,334166
57740,,334137
39,2526755,333952
7018,5333404,333943
3614,3958867,333651
5271,1142989,333349
35407,2942869,333319
10318,1086458,333312
58278,,333215
9760,1127847,332946
27205,1081239,332639
26564,1109571,332633
29177,3610437,332496
57857,3282713,332318
35333,2857598,332241
14730,1051979,331493
57741,3228681,331440
15779,3444203,331314
10956,1126037,331032
58789,3916326,330977
18400,1131901,329872
26704,,329782
33316,1241985,328741
35320,1245581,328153
4364,,328120
10523,,327838
13025,1207338,327649
34038,2536857,327502
15799,1210749,327448
9997,,327369
26217,2124795,326893
9064,1081136,326632
16970,2356701,326530
90258,,326504
2750,1118911,326284
8772,1119365,326034
5006,2524911,325880
11623,3618536,325600
57112,3734762,325096
13179,1208102,325084
25894,1133567,324977
8853,,324976
17089,1081314,324933
15669,1103999,324872
26393,,324357
58030,4977342,324344
6863,1249271,324168
5015,1491856,323943
363,1134845,323925
30812,,323915
58411,4741011,323421
11228,1203536,323161
13068,2072793,322870
12331,1133820,322825
26398,2939337,322638
29692,3824346,322322
11526,5422531,322299
32135,2960630,322164
57511,3921816,322072
5062,1416671,321996
10378,2339544,321555
58651,3625655,321535
23546,,320612
25267,2048789,320605
15703,1100112,320439
35417,3442795,320434
3661,1205268,319999
5796,,319995
25291,1983070,319869
15334,1202838,319652
24334,4365529,319633
7909,1138928,319477
58588,,319296
9168,1084829,319236
28481,,319221
34397,1416439,318899
30056,3793657,318656
5018,1135422,318492
3400,4215745,318432
58780,,318284
30680,,318277
10903,1203769,318271
950,1207673,318184
14974,1059340,318069
57626,3223293,317734
16249,1131602,317695
31184,,317478
5219,1140789,317097
35161,3832592,317091
11159,2314260,316475
23090,1084883,316184
15760,2473260,316109
18237,,315904
32360,,315879
5473,1061156,315743
34786,2730048,315415
57491,3144295,315214
15323,3015582,315040
31217,3837542,314927
22551,1100813,314774
33812,2716640,314527
955,1357037,314505
29331,,314215
9871,4001144,313488
30154,,313372
35276,3216754,313211
1484,1136447,313158
12396,1208120,312830
13632,1096448,312784
9366,4189314,312516
34233,5076215,312187
4791,1060524,311808
4087,1062706,311552
1857,1142783,311503
961,1245385,311345
30167,4096485,311017
15046,2516998,310923
9665,5110605,310755
18610,1057515,310746
3384,2465283,310617
28963,3790487,310477
57414,,310045
14113,1206676,310040
303,1071342,310021
10643,2332620,309782
18028,4191399,309752
2380,1848825,309392
845,1417324,309311
14922,1057113,308780
14836,,308775
197,1138405,308618
35497,3681316,308166
4324,1137529,308008
14427,,307952
57704,4091819,307837
34847,,307770
19640,1108097,307682
90384,,307635
57033,3823198,307512
27233,1918755,307417
12493,4458113,307406
19011,2630193,307361
25726,,306996
6803,2913083,306897
27989,5009204,306801
26530,1989241,306723
20698,4346676,306298
57816,,306269
58723,3636389,306028
13843,1206050,305951
33761,2265867,305934
245,1205905,305556
16968,2916020,305490
57878,1495854,305463
18374,1248836,304948
26955,1399774,304273
17388,1841732,303998
4951,1085488,303979
26499,3047172,303568
35585,2948517,303491
21329,1133026,303463
35109,1203161,303201
12327,1205857,303020
17636,1060917,303013
46,1082955,302984
34535,,302886
17214,,302682
34778,3249109,302677
29783,3833834,302531
18171,3176661,302315
1027,1247615,302284
26392,1242423,302251
7025,2263331,302235
2176,2252009,302006
4086,2293507,301668
26185,1132579,301402
16757,1203901,301162
8552,1080568,300376
13020,2257116,300290
58534,3607549,300276
22271,1131376,300206
15586,1057850,300095
13366,1064175,298962
8761,1203590,298526
15264,4902906,297786
15463,,297674
10111,1200311,297522
28614,5301533,297439
17443,,297080
5095,1827718,297036
31928,2702250,297029
18698,2472973,296982
15384,2513157,296878
12985,3631012,296816
54,1079067,296791
19628,1205585,296600
20666,1137453,296464
5432,4151302,296372
58184,,296296
29476,,296246
34162,2371807,295878
19638,1107090,295845
12285,1057216,295733
28807,3866702,295490
6760,1142970,295203
8898,2630746,295005
1780,1055119,294994
29904,,294974
23376,2306993,294926
13599,1995998,294606
17224,2125523,294142
16863,1129029,293975
16733,,293745
58164,1119404,293590
23469,2126977,293450
2290,,293343
10907,1064009,293069
28894,,292607
32441,3828054,292441
1808,1095058,292347
14058,2761480,292042
4084,3078215,291977
57093,,291960
169,,291757
12248,1057430,291697
57543,,291665
5575,1105751,291403
13892,4042222,291344
4432,1200852,291041
5472,1059555,290912
58615,3939286,290833
18227,,290826
21805,2032724,290815
18384,1206201,290784
22867,1974630,290741
15510,1056983,290687
19904,1061754,290680
8128,1144237,290155
15699,1081622,289911
16825,1143566,289608
58201,4547286,289572
30519,3888414,289449
13006,1109058,289365
10101,1210525,289322
19742,1840687,289246
5569,3386321,289001
16464,3394429,288957
5486,1020854,288747
8172,4764346,288689
14355,,288577
18858,2170868,288338
9472,1061660,287945
9245,1085965,287914
26536,,287747
28208,5373398,287500
26363,,287385
57923,5010479,287378
8534,1417203,287147
14695,1133062,286952
9803,1053339,286877
10474,1208148,286749
1900,1126037,286695
4031,1056134,286230
5364,2577159,286220
14184,1248023,286169
6464,2947985,286075
58224,,285905
9137,2582452,285838
21988,1427659,285755
5136,1125357,285170
23754,2942832,285015
15671,,284298
18660,2963556,283761
14883,1139738,283728
2068,,283072
1409,2359917,282943
20040,2022734,282704
14513,2972530,282577
19226,3179877,282471
8386,1126671,282326
24015,2008130,282193
15345,3048991,282030
58804,3697148,281834
16030,,281592
58428,,281348
1022,1205325,281017
4290,1085303,280803
58234,,280730
57301,3260216,280728
8637,1124798,280697
26689,2029368,280614
8537,1128228,280073
23864,1029295,280045
8506,,279771
902,1203107,279429
8850,1136540,278332
29332,5141195,278224
20279,1060243,278070
30422,5426847,278000
1100,1427640,277999
16116,4261005,277885
22092,1084481,277621
91005,4754758,277604
9631,1406971,277559
12208,1136988,277212
8074,1210011,277147
3999,1125683,276838
10159,2387152,276559
14168,,276476
58511,3537990,276132
10157,1493001,275774
28151,4899640,275346
3268,1838068,274633
10719,3584293,274244
11482,1055696,273991
147,2043850,273883
16436,1057289,273822
14597,1099805,273687
12166,1119404,273673
33204,,273137
3376,3491869,273097
1756,1131611,272963
23798,2642196,272748
58852,3810956,272674
58025,4136439,272534
59101,,272173
16620,2687580,271891
1553,4771979,271405
35169,1137453,271310
18344,1109601,271181
58498,4144265,270203
57359,3116498,270065
29637,,269998
28868,3619720,269899
160,1085862,269590
9244,3348897,269490
34256,2702278,269343
402,1067372,269113
5394,1053320,269064
16897,1137015,268917
16332,2310217,268634
21161,1244801,268236
5223,1124613,268155
14735,2156451,267808
91325,1231342,267770
57373,3392881,267301
35543,2913711,267221
58402,,267130
9770,2399678,266717
1086,3643837,266699
3230,5139969,266664
28729,,266529
3677,2909853,266513
13947,1061222,266497
11608,2511313,266477
27806,,266378
19285,1133259,266008
6103,1139288,265886
17685,5301140,265723
11953,1131750,265557
14867,1205905,265442
13821,1131611,265395
20179,1134564,265354
18895,1130829,264919
14522,1200049,264745
31980,2226475,264446
1095,1246805,264409
12266,2807810,264373
7886,2687601,264302
57444,4842721,264230
17959,,264205
19420,,263845
9079,1209604,263837
13561,1138768,263722
34409,2504874,263341
15472,1140266,263250
29874,,263121
5074,5140929,263061
58508,3521421,262728
8980,4414838,262550
30402,,262425
58827,,262033
57073,5113857,261776
58563,4488857,261432
58111,5109672,261363
2695,1823747,261231
14195,2630773,261197
19263,4722056,260922
17229,1055847,260858
17769,1052293,260633
8544,1126242,260596
34040,2747765,260432
4170,1056330,260295
16438,3867464,260187
3914,3640434,260126
5873,,259894
58372,4914918,259871
11307,1118966,259613
15059,1133400,259158
57335,3020438,258785
4181,1067411,258642
59114,,258590
58691,,258174
21784,1082601,258170
26379,3447428,258009
17374,2521059,257843
8188,1128675,257835
90229,,257696
15934,1134050,257683
25268,1094314,257440
21928,1843558,257394
19681,1479144,257119
8232,2590644,257105
12959,3009714,257051
20468,1132980,256995
59112,,256844
861,1085602,256730
33470,1951172,256711
15539,1123858,256665
12163,3017700,256564
26516,,256560
35286,3831513,256446
58357,4297527,256240
10011,2961347,256172
17639,1247231,255909
15205,4953337,255565
23152,1143379,255420
28277,,255215
3713,1208504,255153
35377,,255106
12365,2227409,255100
34566,3253629,254858
19272,,254476
57971,3802278,253839
16039,,253800
13058,4465559,253681
175,1417418,253347
11310,2527024,253155
4444,1978713,252997
4173,1062715,252948
52,1833616,252580
20220,1136344,252208
8322,1051072,252038
11708,1928615,252014
58074,3341656,251837
18209,2937100,251710
11431,1083402,251698
414,,251674
18150,1135909,251640
6195,2176105,251627
35015,,251566
3579,5113763,251346
18566,1201813,251219
5229,1485800,251100
28942,3793862,251009
25849,1142309,250871
1237,1248845,250795
11178,2649588,250747
10831,2251776,250741
963,1427033,250694
16971,1060131,250588
15242,1127799,250581
13897,1067000,250571
5536,,250520
30637,,250468
13000,1131956,250152
13112,1207954,250051
34719,1248836,250017
289,3923306,250016
11702,1138058,249502
306,1086056,249419
26602,3966022,249226
34416,2533100,249118
12885,2531049,248997
5749,1137453,248904
8695,,248728
10380,2128944,248585
57922,3345234,248235
29937,3824476,247637
34146,4096645,247517
35077,5272361,247478
17348,,247296
16629,1051670,247157
57734,,247152
15945,1203853,247059
6528,1071258,246816
58029,5114368,246216
58764,5005626,246182
15050,1491614,245910
57869,,245654
4318,1141478,245639
19700,2490520,245561
1654,,245501
618,2646998,245371
33506,3069633,245213
2284,3264193,245198
57119,4877031,245110
32745,2020824,245100
5097,1143548,245032
34759,2785459,244692
11557,,244615
58443,,244593
10918,3636316,244480
17411,2511014,244386
8165,1881680,244359
14025,1248779,244238
29548,2520605,244033
57279,3254363,243785
34148,2270384,243465
5817,1205240,243082
15729,1129494,242799
12609,3631469,242508
15675,1099140,242261
148,1135105,242191
58405,,241968
3691,1209323,241965
23189,1201448,241895
12608,2625283,241712
30313,5085990,241630
254,1200571,241174
10533,1107081,241171
1936,,241149
22434,1249048,241062
35492,2883962,240916
16695,1138160,240888
20537,,240841
58114,4421564,240756
3275,1104503,240571
16852,1100318,240366
11423,1119589,240279
27015,1250138,240177
27711,,240002
11299,2321398,239986
28735,3835230,239913
8162,1245666,239906
5218,1128769,239765
25173,1100309,239622
6813,,239587
57250,3027754,239580
17327,1085899,239512
33739,2354305,239353
13411,1200348,239178
30864,3866878,239177
12201,1913684,239172
8546,3348011,238824
25738,,238625
34023,3082454,238515
6194,1129065,238489
8531,1104530,238468
9378,2168931,238203
30367,3848427,237811
5297,1209275,237338
8117,1357082,237290
58523,,237266
26790,3400937,237227
17244,2209058,237111
8231,3319972,237105
35117,4415693,237075
968,2382344,236689
58095,,236646
30270,,236462
27683,3849545,236374
3896,3288425,236127
33202,,236028
2244,1104978,235848
27643,,235660
2767,1099140,235062
14857,1095058,234838
16246,4625858,234797
34517,3403161,234646
1735,1137882,234479
15673,1099823,234433
29878,3848267,234405
4187,1060485,234343
14662,1098161,234127
33922,1827914,234099
30085,,234034
16720,1065453,233992
485,4347301,233978
22717,1064139,233688
28471,,233591
1167,3272554,233580
956,1204421,233574
13157,2325369,233245
26891,3800658,233116
35366,3441275,232954
31146,3842069,232910
27496,2352842,232800
29988,,232624
58311,,232587
9788,1416505,232355
11358,2909170,232323
17767,1083158,232301
6913,1076422,232278
6574,1417267,231959
28080,,231929
235,1209172,231867
10828,1096774,231776
17009,1063084,231238
23749,3195297,230943
18564,,230884
5595,2287225,230860
4958,,230820
3217,1110193,230693
10266,1071856,230673
34585,2713685,230462
9068,2631435,230422
9486,1246690,230324
11669,1207981,230134
109,1139091,230098
1616,1249495,230078
9299,1202258,230033
19188,1125450,229957
58039,4974293,229639
26219,1840351,229599
22971,1246328,229587
11810,1416608,229446
4208,1866306,229411
26944,1144095,229346
12206,3165106,229213
18734,,229102
11711,1138526,228988
34138,2349507,228920
29695,3828111,228849
12386,1245769,228694
35477,3070013,228530
28684,3831960,228425
23257,1207860,228278
13625,3640425,228248
14488,1099784,227837
58143,3353275,227763
28346,4841564,227579
35420,2861812,227449
14036,1138393,227351
5424,1051009,227140
57022,3324387,226903
4228,1051175,226676
3219,2839969,226541
10849,1491388,226460
10165,1123791,226333
2784,1082889,226279
5337,1124163,226254
9309,1140574,226064
35069,3188860,225626
58470,,225588
18885,1124024,225574
29804,,225359
22895,1820746,225183
33565,3196801,224990
10791,1975468,224663
11295,1976607,224532
15104,1076208,224462
13032,1207561,224145
18155,1131899,224064
10167,2613589,224027
10709,1107812,224023
11741,1916948,223960
6128,,223941
1417,2359823,223773
5247,1128460,223654
951,,223372
10218,1121966,223151
1090,1129159,223136
34394,1200348,222997
1296,1417511,222802
34456,5278372,222777
4756,1066432,222771
58644,,222770
19024,1118818,222467
18118,4552981,222209
1686,1122897,221800
28837,,221646
13737,2178631,221481
1753,1098880,221451
17603,2348087,221405
8295,1143968,221231
296,2155397,220985
57684,4463126,220783
10962,1125245,220764
8094,1204841,220428
8751,1202258,220298
11329,3530786,220221
2318,1059443,220203
26677,1138209,220155
6794,1363784,220150
6646,,220064
90234,,219997
29090,,219978
30219,3311202,219873
28155,3846496,219819
5162,1125290,219683
31936,4993173,219620
9794,1063075,219549
3759,1142877,218818
3302,1104071,218804
14807,1203460,218385
14779,1103373,218240
12531,1098684,218042
16414,2623467,217915
29089,3842108,217899
57587,3184853,217838
27409,3101560,217679
23431,2412773,217520
31694,,217390
17094,4276344,217349
35292,3385137,217190
35033,4111584,217007
4185,2224408,216957
2455,5371853,216817
10639,1053311,216650
10844,1399578,216564
22578,1027947,216466
16231,1125674,216438
14056,2591539,216224
2391,1135374,216201
15708,1398768,216159
2482,1204074,216109
25752,2475590,215981
1049,1099627,215967
34944,2735333,215812
1610,1126158,215735
5198,3342411,215543
5779,1130409,215447
252,3916317,215398
12230,2618427,215300
872,3184125,215217
13735,3104794,214879
20100,1139514,214832
15194,1061594,214748
32082,1449512,214612
9326,1086627,214441
35427,,214407
3854,2027412,214214
13656,1201952,214026
12513,1138713,214018
5410,1050794,213649
5357,1124118,213559
14911,1139251,213457
5317,1210310,213068
9489,4262525,212963
275,1119217,212805
58668,3368916,212593
35236,3236640,212553
898,1085518,212235
15566,3823657,212079
10317,1085992,211969
58961,5166134,211833
29496,5125373,211825
90,1098198,211637
17950,2344650,211522
33137,1492246,211361
954,3696141,211359
10212,2452630,211081
3674,4087830,211017
20872,1143294,210990
35514,2915117,210907
14584,1054073,210488
3017,1062760,210412
5902,2744326,210244
11601,1128189,209970
22381,2622116,209847
10434,1718209,209810
9450,1069714,209741
14674,1491753,209685
1786,1204618,209605
11747,1099793,209552
13946,1138133,209450
58658,3628535,209326
4511,2511322,209266
27118,2226484,209039
9935,2410582,208907
58500,4909521,208800
30431,5161335,208609
5677,5216570,208501
11778,2855679,208356
17622,,208342
16612,1083318,208331
58107,3384363,208262
30133,5213074,208250
18514,1107830,207866
6700,5169667,207842
4235,1062975,207602
6186,1136410,207566
14690,1200478,207543
2107,1143230,207010
2452,3068289,206836
57644,3223396,206202
8718,1061996,206077
